# iteration				N = 1 :			 N = 2 :		    N = 10 : 		 N = 100 :
        1410        0.272006         1.03054        0.746065         1.04054
        1411        0.756243         1.29816         1.51779         1.10409
        1412         2.35728         1.58804         1.18161         1.13036
        1413       0.0675109       0.0598257         0.84985        0.993276
        1414         1.19403         1.90956         1.15571        0.991772
        1415         1.01419        0.757927        0.972985         1.07452
        1416         1.87232        0.966643         1.19295        0.969977
        1417       0.0429056        0.154095         0.57956        0.980134
        1418        0.389178        0.214866         1.02521        0.934824
        1419        0.693173         1.01855         1.65417          1.0613
        1420         1.56862         1.87288         1.10512        0.885125
        1421        0.423221        0.474814        0.954191        0.995175
        1422        0.975631         0.89911         1.05984         1.08354
        1423        0.699363        0.965896        0.856527        0.867068
        1424        0.041222        0.704536        0.809601         1.00696
        1425         3.90051         2.91908         1.48899         1.06511
        1426          0.5548        0.879521         1.02292        0.974698
        1427         0.84704        0.916118          1.1496        0.936529
        1428           0.464        0.311804        0.955471         1.06988
        1429         1.20192         2.43699         1.44396         1.06239
        1430        0.437138         1.22002        0.758384        0.980572
        1431         1.03109         0.68086         0.76561         1.04197
        1432         2.12441         1.34163         1.06468         1.08135
        1433        0.702391        0.396868           0.465        0.894514
        1434        0.897722        0.695899         1.41437         1.06262
        1435         4.15312         2.24041         1.32595        0.938411
        1436        0.197737        0.141686        0.481997          1.0605
        1437        0.679999         1.49617         1.08205         1.17389
        1438         3.23374         1.71963         1.02454        0.999254
        1439        0.267669         2.07215         1.25384        0.855792
        1440         1.29263        0.786514        0.884717         1.00867
        1441         1.23702        0.662976        0.754408          1.0502
        1442         1.71441         1.09776        0.568089          1.0226
        1443         0.90833         1.05771         1.39331         1.08834
        1444        0.822382        0.914885        0.899381        0.818253
        1445        0.150714         1.27337        0.902113        0.997004
        1446         1.81508         1.28215        0.944612         1.14261
        1447       0.0534908        0.284244        0.631264        0.900982
        1448        0.261787        0.897687        0.848904         1.05163
        1449        0.701383        0.592282          1.1008         0.88127
        1450        0.135842        0.343915        0.461929         1.07864
        1451       0.0145415        0.376949        0.449607         1.00988
        1452        0.169925         1.09618        0.769541        0.909762
        1453         4.92837         3.41787         1.81734        0.939127
        1454         1.60109        0.889892        0.889976        0.974429
        1455        0.374075         0.28773         1.09269        0.932017
        1456        0.270093         1.74418         1.10022         1.04317
        1457        0.904453        0.776502        0.526735        0.919427
        1458        0.556682        0.561546         1.01754         1.01281
        1459         2.29944         1.44256         1.18068         1.17329
        1460         2.94667         1.49218        0.787325        0.979737
        1461        0.185902        0.515034        0.687865         1.13558
        1462        0.650681        0.869409         1.18637        0.988693
        1463        0.220917        0.953129         0.80623        0.910125
        1464         1.26459         1.02225        0.670365        0.978336
        1465         2.32528         1.27397        0.937277         0.86082
        1466        0.228526        0.164993        0.814698         1.08225
        1467        0.617928        0.924468        0.643596        0.958626
        1468         1.91318          1.8575         1.58085         1.05981
        1469        0.363513        0.201462         0.39312        0.883736
        1470        0.036667        0.216173        0.617921        0.855046
        1471       0.0663206       0.0495785         1.23601         1.00892
        1472         1.50278        0.970078        0.719015         0.92368
        1473        0.507781         1.33033         0.86046          1.2112
        1474         6.08009         3.29621         1.40194         1.18704
        1475        0.129109         0.55564        0.498495        0.829637
        1476         2.10519         1.84511         1.53362          1.1422
        1477        0.262899        0.930445        0.541454        0.978757
        1478        0.179524        0.110564        0.519705         1.02021
        1479        0.381734        0.824329        0.705702        0.922703
        1480         1.22458        0.688431        0.918758        0.932426
        1481        0.481556        0.431787        0.956719         0.95108
        1482         1.15892        0.610225         1.27983        0.983725
        1483        0.455725        0.294586        0.577025        0.856257
        1484         1.75933         1.86644          1.2768         1.00632
        1485        0.898324         1.01402        0.599178        0.894947
        1486        0.518236        0.650965        0.741296         1.07752
        1487         4.01605         2.22836         1.80659         1.11277
        1488       0.0922168       0.0931989        0.877265        0.980492
        1489        0.200155        0.431484         0.58406        0.988727
        1490        0.869301         1.43513        0.896978        0.910658
        1491         1.47956        0.956418        0.957416        0.853557
        1492        0.824546        0.476657        0.602578        0.990534
        1493        0.487534         1.06562        0.898676        0.911092
        1494         1.44592        0.778575         1.22249        0.874248
        1495         2.85053         1.43618         1.55113        0.939894
        1496         3.39284         1.70769        0.945874        0.913957
        1497          0.3319         0.21686         1.76533         1.17184
        1498        0.386743         1.68243        0.898471         1.04575
        1499        0.242199        0.300831         0.73511         1.11775
        1500         1.67587         1.44631        0.975136         1.15529
        1501        0.563516         1.54217        0.572258        0.978022
        1502         1.03055         1.00578        0.938394        0.951686
        1503          1.9975          2.1996         1.07407        0.873273
        1504       0.0627719        0.175165         1.20015        0.795693
        1505         2.23157         2.34209        0.958494        0.841334
        1506        0.854443         2.07695         1.27126         1.04044
        1507        0.295341        0.491441        0.691692        0.957099
        1508        0.819388         1.33385         1.24863         1.30135
        1509         1.48185         2.14331        0.877403        0.901847
        1510       0.0598552         0.10381        0.695012         1.01018
        1511         1.60597          1.0622        0.540741        0.895394
        1512       0.0421736       0.0693932        0.656426        0.963355
        1513         2.67277         2.29603         1.21723         1.07722
        1514         0.78745        0.484334        0.823037         0.89616
        1515         1.23225         1.21228        0.895025         1.04711
        1516         2.95766         1.53048        0.879992        0.960567
        1517       0.0128377        0.993023         1.15246         1.01952
        1518         0.19648        0.764284        0.846115        0.875655
        1519        0.624569        0.894631        0.955035        0.898355
        1520         1.93381        0.997199         1.71502         1.03982
        1521        0.595097         1.39314        0.687931        0.959233
        1522        0.328736        0.445002         1.19477        0.916695
        1523        0.489517        0.767988         1.11166          1.0376
        1524         1.49626         1.44216         1.19142         1.09042
        1525        0.838827         1.66655         1.01743        0.947179
        1526        0.177308         1.30002        0.774977          1.0477
        1527        0.229896         1.19131        0.895768         1.11615
        1528        0.117816        0.656395        0.703532        0.830674
        1529        0.651889        0.991148        0.535102        0.945303
        1530         1.54967        0.861612        0.818675         1.00094
        1531       0.0326962         1.09421         1.03303        0.947593
        1532        0.743821         0.58833         1.64297         1.04398
        1533         1.97471         1.00668         1.12546         0.79988
        1534        0.357186        0.357269        0.734391        0.954142
        1535         1.01269         1.18927        0.735286        0.909476
        1536        0.721552        0.415131        0.597395        0.799145
        1537        0.383292        0.393874        0.794125        0.970341
        1538          3.0935         1.61389        0.988808         1.03155
        1539        0.538444        0.661426        0.857563        0.874916
        1540         2.98931          1.7871         1.38457         1.07887
        1541        0.584135        0.741975         0.68725         0.94037
        1542        0.617081         1.26805        0.856029        0.932403
        1543         3.31893          2.7074         1.02983        0.857215
        1544         0.44455        0.271846        0.551279        0.879152
        1545        0.267941        0.187942         1.09951         1.21207
        1546        0.317366        0.277571        0.761721        0.861427
        1547        0.995735        0.640676        0.835057         1.04518
        1548        0.254771        0.416313        0.835471         1.16895
        1549       0.0370864        0.301281        0.885106         0.84171
        1550          1.8417         1.18541         1.02209         1.16699
        1551         4.05933         2.37977         1.26283        0.984967
        1552       0.0797589       0.0664656        0.200694        0.739707
        1553        0.938014         0.47316         1.08503         1.03756
        1554        0.451116        0.264123        0.920451        0.999114
        1555        0.797314        0.402974        0.795253        0.894184
        1556         1.02613         1.06955         1.04597        0.957828
        1557        0.740091        0.483556         1.03124         1.09106
        1558       0.0287507        0.615202        0.808973         1.03991
        1559         1.43188         1.44471         1.21737         1.09411
        1560         1.80435         1.17496         1.28332         1.09865
        1561        0.691536        0.600031        0.668611         1.17909
        1562        0.382819         0.82717         1.46767        0.970442
        1563        0.647634        0.416883        0.840448         1.04861
        1564         1.97956          1.4482        0.762255         0.84987
        1565         1.86666         2.70698         1.23217          1.0966
        1566        0.436522        0.885148         1.05583         1.04749
        1567         6.22942         3.53983         1.28552         1.03173
        1568        0.218691         1.16029        0.865722         1.07779
        1569         1.03905         1.02868         1.14778         1.13797
        1570         1.78146         3.32227         2.30418        0.991379
        1571         3.49929         2.00524         1.13018           1.148
        1572         1.29801        0.752619         1.62435         1.08025
        1573         1.89234         1.00876        0.655431        0.865473
        1574        0.828663        0.944803         1.54912         1.15593
        1575       0.0657052         1.74187        0.995223        0.966859
        1576         1.74163        0.960376         1.22347        0.931454
        1577         2.26936         1.51593         1.76376         1.20102
        1578        0.158135         2.00215          1.7404        0.936359
        1579         1.86134         1.55922         1.18027         1.00643
        1580        0.967947         0.76881        0.994539        0.825213
        1581       0.0520512        0.406252        0.482688        0.849101
        1582          1.5449         2.11287        0.989725         1.09836
        1583         1.26799        0.665267        0.828048        0.973909
        1584        0.293866        0.578061        0.920743        0.981765
        1585       0.0651961        0.418349        0.603106        0.830328
        1586         1.61019         1.00112        0.833603        0.995153
        1587        0.445576        0.615154         0.83148        0.856538
        1588        0.485591        0.287762         1.06567        0.924802
        1589        0.406598        0.253258         1.00748        0.973762
        1590         1.66969        0.859328         1.15011         1.07914
        1591        0.720567        0.691476        0.528342         1.09215
        1592         1.23558         0.69048         1.13586        0.978422
        1593        0.238086        0.825607           1.028         1.04105
        1594        0.197683        0.412292        0.596238        0.997235
        1595        0.867503         1.31609         1.12061         1.05223
        1596         1.58872         1.13635         1.10329         1.06404
        1597        0.867046        0.726358        0.896033         0.85995
        1598         1.09359        0.938256        0.744827        0.880881
        1599         2.01978         1.25678        0.813918        0.869171
        1600         3.73205         2.11604         1.09297         1.08173
        1601        0.478026         0.90308        0.637618        0.957739
        1602         2.08052         1.78756         1.17882        0.964996
        1603         2.54305         1.36638        0.804935         1.05678
        1604        0.886875        0.974837        0.606616        0.860238
        1605        0.250548        0.141774        0.717397        0.951996
        1606        0.685206        0.685708        0.821648         1.08239
        1607         1.74818         2.96438         1.85177         1.05006
        1608        0.408199         1.59047        0.723862        0.859776
        1609          1.2828        0.659346        0.977054         1.01669
        1610         1.86802         1.42146         1.33543          1.0641
        1611         2.06144         1.03997        0.650759        0.991121
        1612       0.0374914        0.264928        0.902558         1.06985
        1613         1.32277        0.991408         1.07509        0.988462
        1614         1.45373        0.998539         1.34398         1.00596
        1615        0.693927        0.818707        0.627152        0.985218
        1616         0.78586        0.772679        0.906356        0.968159
        1617       0.0946294        0.511166         1.13098         1.00789
        1618        0.481603        0.452714        0.899587        0.888984
        1619         2.30011          2.1652         1.14644         1.06943
        1620        0.099535        0.678482         1.15671         1.02196
        1621        0.047946        0.146799        0.743498        0.900126
        1622         1.35986          1.0886         0.74472         1.11227
        1623        0.204372        0.323384         1.04331         1.00306
        1624         2.09635         2.43142         1.59075         1.21343
        1625        0.034923         1.35635         1.62971         1.10354
        1626         2.12996         1.14012        0.571342         1.03351
        1627        0.749598        0.771848        0.905986         1.01556
        1628       0.0866791        0.271641          1.1484        0.894584
        1629         2.26061          1.3746         1.10299          1.1106
        1630        0.355081        0.658873          1.2765         1.06516
        1631        0.167119        0.206243        0.739597        0.829643
        1632        0.244349        0.366929        0.937181         1.01195
        1633        0.279987           2.467         1.27317         1.03631
        1634        0.542979         1.25468         1.02899         1.10817
        1635        0.922591        0.807869        0.885554         0.96988
        1636         2.76472         1.70388         1.77977         1.01832
        1637       0.0989352       0.0922916         1.01957         1.07773
        1638       0.0126417         1.12287         0.98939         1.02866
        1639        0.150819        0.831905         1.48801         1.13925
        1640        0.228307        0.777676        0.651137        0.980416
        1641        0.532616         2.17681         1.35891         1.03058
        1642         0.14301        0.739549         1.00217        0.797715
        1643         1.32974        0.732203         1.51305         1.03644
        1644      0.00673345         0.27836        0.973826        0.880934
        1645         1.35233         1.60491         1.38049        0.940254
        1646        0.866056         1.27724         1.78666        0.947342
        1647        0.673851        0.646409          1.0304        0.978808
        1648         0.58037        0.439958        0.844441         1.03183
        1649        0.760752         1.28011        0.886292        0.967425
        1650        0.523878        0.264965         1.52834         1.16617
        1651         2.55509         1.36586          1.2246         1.01117
        1652        0.531078          1.2606         1.44663         1.15565
        1653        0.441507        0.520694         1.52293         1.10076
        1654        0.739304         1.62237          1.2742         1.04361
        1655      0.00313983        0.166227        0.533534          1.2446
        1656         1.36455         0.75525        0.844246         0.97397
        1657        0.967931        0.891707         1.16072         1.05103
        1658         1.98449         1.29212         1.02641         1.06871
        1659         0.42487        0.261994         1.21792         1.15269
        1660         3.04808         2.63113         1.41516        0.973136
        1661         2.92595          1.4652         1.24195         1.05726
        1662         0.23651        0.237209        0.777871         1.06828
        1663        0.588226        0.384643        0.524816        0.837754
        1664        0.627346        0.742104        0.991454        0.991687
        1665         2.05098         1.20611         0.79616        0.989371
        1666        0.160571         1.07644        0.985158         1.13586
        1667        0.443383        0.699944         1.37316         1.04328
        1668        0.848877        0.670671          1.1853         1.19379
        1669         5.46554         2.90938         1.25805        0.993617
        1670        0.197878         1.87186         1.24334         1.01888
        1671         1.36483         1.50171        0.792664        0.955253
        1672         1.90434         1.43759         1.45429         1.04995
        1673        0.283278        0.303849        0.748699        0.887875
        1674        0.789732        0.662467         1.21114         1.08904
        1675         1.01738        0.571789        0.745732         1.03277
        1676        0.474798        0.621383        0.599282         1.02111
        1677        0.504508        0.576672         0.62776        0.948761
        1678         1.42387         2.14538           1.548         1.08923
        1679         2.05358         1.04688         1.46579         1.12153
        1680        0.624848        0.787759         1.39511        0.990499
        1681        0.663007        0.598604        0.582403        0.867999
        1682        0.462968         1.63577         1.00107         1.01461
        1683        0.769511        0.514439         1.03308        0.899047
        1684        0.241922        0.444441         1.28745          1.0762
        1685        0.353875         2.65159         1.31806        0.871273
        1686      0.00498193         1.65012        0.784887        0.987454
        1687        0.493783         1.00859        0.864104         1.03897
        1688           1.098        0.740504        0.843905        0.850039
        1689        0.790933         1.33169         1.04192        0.916424
        1690        0.198124        0.175228        0.688139        0.932034
        1691        0.897423        0.685156        0.715287        0.867344
        1692         1.57718        0.872653         1.28569         1.02347
        1693         2.25176         2.02437         1.11652         1.13944
        1694         2.70946         3.52772         1.41607        0.994003
        1695         1.17664         0.92801        0.669568         1.09015
        1696        0.153181        0.710231         1.03218          1.1613
        1697        0.672713        0.425115        0.478359        0.927402
        1698         1.54803         1.37791        0.934378        0.963127
        1699         0.26689        0.398881         1.30152        0.891821
        1700        0.467765        0.423792        0.798728        0.900069
        1701        0.146912        0.104008        0.708563         1.00637
        1702        0.065406        0.420239        0.870039         1.03332
        1703         2.46937         1.33498         1.04059         1.02012
        1704        0.670007        0.653154        0.921435        0.997455
        1705         1.47384         1.03971         1.17977        0.909011
        1706       0.0849487        0.227723        0.619074        0.962642
        1707         1.08005        0.683574        0.494866        0.917512
        1708      0.00253172        0.552516        0.958661        0.868626
        1709        0.467919        0.705775        0.658612         0.89518
        1710        0.302212        0.574952        0.855475        0.970332
        1711        0.770397         1.90482        0.833992         1.07453
        1712         1.92389        0.974841        0.834219         1.01814
        1713         3.91537         2.03948         1.98462         1.05364
        1714         1.04139         0.98883          1.1599         0.86536
        1715         2.27708         1.55188         1.62515         1.17024
        1716         0.36718        0.300598        0.595546        0.954315
        1717         2.64491         1.59614         1.04126        0.927461
        1718         2.20451         1.77196        0.702383        0.923479
        1719         1.03991        0.565551        0.894596        0.944431
        1720         1.00641        0.767542        0.603069        0.891655
        1721      0.00214805         0.52085        0.741817        0.888073
        1722           0.215        0.130338        0.648678         1.00668
        1723       0.0398869        0.375616         1.25929         1.09509
        1724          1.8471         1.55586         1.50107        0.928294
        1725        0.918824         1.28725        0.901487         1.11607
        1726        0.309282        0.198282        0.824923         1.04932
        1727         2.29784          1.7059         2.03457         1.04992
        1728        0.250647        0.695771          1.0079        0.987748
        1729        0.942307         1.09403         1.24195         1.04495
        1730         1.54422         1.29183        0.824698        0.985478
        1731         1.09472        0.894496        0.898026         1.12043
        1732         4.72688         2.62842         1.53694         1.23054
        1733        0.101022        0.137209         1.18106         1.06622
        1734        0.540742        0.349809        0.899077        0.804896
        1735        0.165526        0.785912        0.971826         1.05646
        1736         1.65221        0.840203        0.486881        0.962543
        1737        0.668707        0.938537         1.39952         1.16846
        1738         2.16564         1.68835         1.00491         1.04536
        1739        0.580604        0.294565         1.39539          1.1982
        1740        0.550792          0.9941         1.37877          1.0471
        1741         0.49486         1.39379        0.709852        0.825991
        1742        0.160735        0.404125         1.08019        0.970238
        1743         1.49316        0.772872        0.608046        0.876004
        1744        0.283812        0.552818        0.971096        0.919159
        1745         1.13739        0.956515        0.486488        0.982577
        1746        0.203005        0.326469        0.659287        0.853985
        1747          2.2156         1.37144        0.746019         1.02323
        1748        0.112608        0.386405         1.04742         1.05522
        1749       0.0216483        0.720959        0.684151         1.01902
        1750        0.522574         0.67457        0.526994        0.838898
        1751         1.03246        0.615872        0.668634        0.930339
        1752         3.32753         2.33994         1.44412         1.08233
        1753          0.6425        0.675741        0.905425         1.03863
        1754        0.296449        0.230292        0.942136         1.07661
        1755        0.451663         1.25338         1.39288        0.982545
        1756         2.04619         1.58249        0.884982         1.09579
        1757        0.370787        0.378829        0.729125        0.840896
        1758         3.22257         1.71024         1.41054         1.18731
        1759         1.67629         1.13568        0.885561        0.917182
        1760         2.62852         1.65488         1.06677          1.0903
        1761         1.25514         1.46296        0.644442        0.836103
        1762       0.0104726        0.256073        0.692441        0.940888
        1763        0.176854        0.250398        0.521883         1.07326
        1764         0.75781         0.44914         1.03321        0.898736
        1765        0.713283         1.35288        0.787907          1.0596
        1766        0.464094        0.311989        0.484908          1.0958
        1767         2.02749         1.10284         1.12358         1.00283
        1768         1.11405         2.31208         1.17409         1.03785
        1769        0.778855         1.81304         1.34368        0.903516
        1770         2.80256          1.8102         1.95289        0.989615
        1771         2.00648         1.10448         1.39834        0.852587
        1772        0.827567         1.29755        0.749952        0.914468
        1773         2.21659         1.44167         1.02297         1.04937
        1774         0.33303        0.517397        0.746571        0.988777
        1775         3.19014         1.93613          1.2056        0.947246
        1776        0.466225         2.26434          0.8606         1.08985
        1777        0.815152         1.26883        0.764883        0.893226
        1778        0.204501        0.456276        0.930944        0.975869
        1779         1.73542         1.75411          0.7381        0.941601
        1780        0.400875        0.605172        0.573004        0.940414
        1781         1.37523         1.06535         1.40771         1.08743
        1782      0.00582536       0.0505043        0.401053        0.948804
        1783        0.708774         1.37146        0.633975        0.794219
        1784         4.05128         2.08012          1.0684         1.04299
        1785        0.572011        0.966977         1.34651         1.00092
        1786        0.513128         0.81107         1.51442         1.13485
        1787         1.79679        0.995264         1.81873         1.18048
        1788         2.06368         1.65588         1.03108        0.981091
        1789        0.412587        0.372314        0.587363        0.966302
        1790        0.524287        0.666263         1.18383         1.00049
        1791        0.927008         1.65436         1.24795        0.923075
        1792        0.538922        0.543063          1.4079         1.05658
        1793         2.87576         1.49073        0.955125         1.12889
        1794        0.553326        0.343319         1.79034         1.04384
        1795         6.55638         5.25086         2.02259         1.19877
        1796        0.281117        0.314665        0.539783         1.03776
        1797          1.4193         2.56718         1.39654         1.17126
        1798        0.122366        0.780236         1.17284         0.99584
        1799       0.0772914         1.17776        0.850873        0.982273
        1800          1.5813         2.56287         1.49387         1.13183
        1801        0.520179         1.38485        0.691745        0.937737
        1802         1.38025         1.14254        0.920566         1.04926
        1803         1.41951           1.991         1.80622         1.08768
        1804        0.525805        0.266204        0.987888          1.0979
        1805         1.33368        0.703463         1.19981         1.08177
        1806       0.0104779        0.506351        0.622298        0.896237
        1807        0.263476        0.957806        0.844139        0.793301
        1808         1.33332         1.52026        0.935427         1.15254
        1809        0.894135        0.471644         1.02213         1.14614
        1810         1.61032         1.03051         1.27773         1.01122
        1811        0.115893         0.77149         1.05956        0.967864
        1812         1.15393         1.00188         0.72592        0.889574
        1813        0.455807         1.11966        0.916458         1.07922
        1814       0.0419979        0.256474         1.25367         1.02782
        1815        0.367284          1.1118         1.14971           1.105
        1816         1.25949         1.47604        0.779586          0.8838
        1817          0.0346        0.357239         1.18017        0.931782
        1818       0.0277908       0.0612747        0.949952         1.09642
        1819         7.25137         3.99735         1.82126         1.06849
        1820         1.39929        0.803444        0.992207        0.986242
        1821         1.43678        0.824251         1.62713         1.14323
        1822        0.400307        0.282057          1.0126           1.062
        1823        0.823205        0.792878         1.17411         0.92428
        1824        0.626166        0.322045        0.872621        0.905729
        1825         1.52192        0.790666        0.767103         1.10655
        1826         1.53737          1.1827         1.49505          1.0955
        1827         2.30258           1.866         1.30079         1.03468
        1828        0.242434        0.199426         1.03608         1.09043
        1829         1.05526          1.6665        0.756995        0.867605
        1830        0.892165        0.522387         1.70457         0.97217
        1831        0.071874        0.262654        0.688244         1.00019
        1832         0.57019         1.00391         1.33312        0.921803
        1833        0.850853         0.49754         1.12095         1.07008
        1834       0.0289535        0.222863        0.894952         1.15457
        1835        0.829427         1.21854         1.33751         1.07694
        1836         1.21616         1.09683        0.904771         1.10093
        1837         2.21582         2.75443         1.34357        0.927247
        1838         1.87761        0.957131         1.46075         1.00683
        1839        0.218825         1.61517         1.17098          1.0792
        1840        0.369502        0.455075        0.509355        0.954473
        1841        0.591009         0.37307          1.8734         1.24256
        1842         1.66911         1.03186         1.09814         1.13614
        1843         3.13975         1.60877        0.845149        0.998845
        1844        0.801111        0.913654        0.970623         1.12089
        1845         2.44055         1.46654        0.774067        0.915493
        1846        0.619202         1.63909        0.797534         1.01674
        1847         1.35767         1.35668        0.784871        0.989519
        1848        0.862302         1.20856         1.63911         1.14271
        1849         1.50295         1.51678        0.875065        0.886842
        1850        0.888301        0.584778        0.801587        0.830589
        1851        0.467517        0.555459         1.26849         1.17207
        1852       0.0132419        0.099867        0.920321        0.990798
        1853        0.112293        0.160484        0.893062        0.923363
        1854        0.618921        0.818978        0.536841        0.824214
        1855         1.48345        0.901229        0.843383         1.04039
        1856        0.174041        0.194305        0.968833        0.949717
        1857          1.3773        0.723956        0.764817        0.901931
        1858        0.388621        0.216864        0.603827        0.933409
        1859          1.3097         1.31866         1.23903         1.06708
        1860       0.0452821         0.29125         1.11457         1.08622
        1861        0.129764        0.655629        0.724194        0.944385
        1862         0.19207        0.373903        0.681886        0.909784
        1863         0.13513         1.55636         1.61224         1.04433
        1864        0.085162        0.152093        0.933272         1.04717
        1865        0.274284        0.222034        0.788239        0.887518
        1866        0.500238        0.360439         1.03451         1.22191
        1867       0.0386761         1.04681         1.37323        0.934472
        1868        0.995195        0.650575        0.727009        0.939059
        1869         0.11586        0.140693        0.761404        0.997421
        1870         0.18563        0.170709        0.540548        0.896725
        1871        0.923233        0.695275        0.898277         1.01672
        1872        0.239467        0.127748        0.507498         1.19481
        1873        0.181394          1.8135         1.01381         1.08328
        1874        0.387925         1.55925         1.04541         1.00874
        1875       0.0579812         0.55644        0.632817        0.957043
        1876         1.12321         1.65181         1.25979         1.15339
        1877         2.16625         1.56617        0.966952         1.03741
        1878        0.687341         1.12439         1.62333        0.799452
        1879         1.78391         1.01105         1.22837         1.10084
        1880       0.0559414        0.465174        0.494332         1.13459
        1881        0.252547         0.57546        0.494933        0.906385
        1882        0.330134        0.398617         1.10386         1.17311
        1883         0.13405        0.120237         1.00356        0.959615
        1884        0.579038        0.655457        0.805998          1.0829
        1885       0.0285123       0.0818725        0.949125        0.970235
        1886        0.276453        0.461583        0.646642        0.822897
        1887         1.72014         1.31614         1.07195         1.14446
        1888        0.870903        0.596378         1.36075         1.06578
        1889       0.0842978        0.371371         1.15494        0.947623
        1890        0.564051        0.708846         1.14746         1.05762
        1891        0.196824        0.126693        0.818892         1.06021
        1892        0.779195        0.636166        0.666903         1.17624
        1893         2.34771          1.2557          1.2724         1.07807
        1894        0.465046         1.07152        0.986801        0.898858
        1895        0.199248         0.13945         1.59542         1.21981
        1896        0.153499        0.261785        0.496611         1.03002
        1897         5.41938         2.99695         1.00823        0.905809
        1898       0.0446168        0.375993         1.02029         1.07173
        1899         2.72726         2.04974        0.748278          1.0402
        1900         0.69547         1.21907            1.42         1.04192
        1901        0.981741         0.72093        0.793432        0.948276
        1902          2.3086         1.77072          1.5888        0.987103
        1903       0.0339371       0.0607517          1.1433         0.93108
        1904        0.529277         1.06537        0.905788         1.06552
        1905         1.94658         1.21105        0.892369         1.05174
        1906        0.579959          1.6167        0.982918         1.05698
        1907        0.313251        0.439422        0.651343          1.0509
        1908         1.90288         1.31327        0.581323        0.885899
        1909         2.68172          1.9384         1.37853         1.07298
        1910        0.424541        0.643564         0.75326        0.938624
        1911        0.914208          2.2468        0.925182         1.03523
        1912        0.501807        0.572127          1.3273         1.12058
        1913         1.09121         1.76214        0.893921        0.925033
        1914         1.31168        0.756072        0.800608         0.88694
        1915         1.45166        0.755872        0.783992         1.07327
        1916         1.56905         2.18602         1.25087        0.918227
        1917      0.00848145        0.498279        0.963913         1.22563
        1918         0.69174         2.13043         1.59137         1.00556
        1919        0.620287        0.730515        0.660878        0.896556
        1920        0.684342        0.379445        0.890085        0.830315
        1921        0.558972        0.848719         1.15173        0.952744
        1922        0.444781         1.34212         1.31279          1.0817
        1923        0.596093         2.01154         2.00877        0.975736
        1924        0.527214         1.89157        0.991672        0.897169
        1925        0.262617          1.0665         0.79314        0.905049
        1926        0.687568        0.821351         1.56821         1.10605
        1927        0.727203          0.5248        0.601301           1.026
        1928        0.990896        0.735857          1.4011         1.08479
        1929        0.711606        0.700788         1.23869         1.25435
        1930        0.601201         0.76864         1.44513         1.05156
        1931         1.18039         1.10251         1.14175         1.06098
        1932        0.587805        0.733956        0.561545        0.881868
        1933         1.82082        0.987588        0.739481        0.841048
        1934        0.220515         1.10067        0.494762         1.07307
        1935        0.898341         1.06639        0.516512        0.871596
        1936         0.49868          1.8771         1.28199        0.856494
        1937        0.476934        0.411167         2.12085         1.28608
        1938         3.59186         1.98591         1.02962          0.7821
        1939        0.374602        0.517366        0.834007          1.1242
        1940        0.949547         1.51952         1.47638         1.10983
        1941        0.770271        0.861609         1.33644         0.92028
        1942         1.98554         1.40682        0.630834         1.05417
        1943         1.43279         1.76146         1.79642          1.0581
        1944        0.350924        0.537011         1.16879        0.856958
        1945         1.70092         1.67874        0.762691        0.972244
        1946         1.13862         1.76568         1.22761          1.0584
        1947         1.79703         1.41389          1.4797         1.07237
        1948        0.671536        0.359515         1.31774         1.06365
        1949       0.0380459       0.0991558        0.787834        0.851118
        1950        0.153171         0.29097        0.627468        0.832468
        1951        0.385385         1.31211         0.94281         1.03449
        1952       0.0390651         1.37452        0.683342        0.827311
        1953        0.760571        0.450571        0.478523         1.07096
        1954         2.22068         1.49746         1.20293         1.07272
        1955          2.9116         2.50342         1.71102         1.14053
        1956         2.73916         1.97693         1.01901        0.977609
        1957        0.721111        0.473536        0.615591        0.905831
        1958        0.455857        0.424182         0.74822         1.07042
        1959        0.609307        0.442142        0.668384         1.24626
        1960          1.8711        0.937308         1.02486        0.971968
        1961        0.244879         1.85715        0.996356         1.07314
        1962       0.0537192         1.18963        0.815883        0.942244
        1963        0.133225        0.362776          1.3499         1.01639
        1964       0.0969526        0.201041        0.916021          1.0932
        1965     0.000433419         1.02657        0.681628        0.857148
        1966        0.151245        0.176649        0.648979        0.974535
        1967        0.901916        0.857746         1.42631         1.09633
        1968          1.9839         1.73818         1.04506        0.914383
        1969       0.0309802        0.706783        0.971668         1.09645
        1970        0.112712        0.335543        0.600149        0.950529
        1971        0.597054        0.330713         1.03138         1.06968
        1972         2.53478         1.64268         1.60349         0.97502
        1973         1.24854        0.763448         1.00989         1.11505
        1974        0.281764        0.788492          1.1277         1.05415
        1975        0.538728         2.11623         1.27444        0.943089
        1976        0.898625        0.904099          1.2003        0.977515
        1977        0.715797        0.693781        0.510186         1.07267
        1978          1.1263        0.806668         1.02291        0.791108
        1979        0.884258          1.4152         0.94129         1.08781
        1980        0.354385         0.45601         1.01375         1.14969
        1981        0.359559        0.200091        0.574455         1.01672
        1982         1.84798         1.74375          1.1996        0.974726
        1983        0.842309         3.04682         1.26931         1.05284
        1984        0.517885         1.10426        0.812076        0.997037
        1985         2.52437         1.57171         1.17161         1.06308
        1986       0.0413191         1.20464         1.13146         1.01658
        1987          3.2524         1.88846         1.47362          1.1259
        1988         1.11786          1.8443         1.08555         0.88847
