# iteration				N = 1 :			 N = 2 :		    N = 10 : 		 N = 100 :
        1524        -3.21073        -1.23482        0.229251      -0.0190281
        1525         2.44103         1.07867        0.131607         6.32924
        1526        -2.48876        -1.95706        0.593876       -0.254188
        1527       -0.326177        -4.62315       -0.942062         1.05758
        1528        0.417835        0.209338        0.222163        -2.44047
        1529        0.858049       -0.384591         13.5497       -0.790071
        1530         1.79933         2.05746        0.649773         3.06252
        1531        0.885592         2.05698         1.20688        0.145314
        1532       -0.590683       -0.671069        -1.56814        -36.3822
        1533       -0.880347       -0.447368         2.79056         1.62379
        1534        0.229486        0.901383         2.29627         2.19927
        1535       -0.163008       -0.177296        -0.33447        0.255298
        1536       -0.701849       -0.567745        -0.78187        -1.93978
        1537        0.804346         4.24242      0.00888591         -1.1709
        1538        -1.40465       -0.105003         1.43602       -0.134924
        1539       -0.324522       -0.269443        0.226649        -2.80143
        1540         0.55887        0.428328        0.569939         0.14809
        1541         -1.1004       -0.322502        0.449415       -0.422963
        1542        0.848946         1.04845         4.47707       -0.437581
        1543         5.16027         3.38353        0.632494        0.213594
        1544       -0.662381        0.183395         0.11791        0.152663
        1545         101.453         50.8055          9.6745        0.661673
        1546        0.072584         2.05244         1.80083         -1.7851
        1547       -0.317227       0.0992679      -0.0430406       -0.830198
        1548         18.7436         10.5494        0.714972       -0.425316
        1549       -0.539855         51.1035         10.7035        -5.28591
        1550         1.17068        0.150263        0.529918        -2.95346
        1551        0.152666        0.187007        -1.44132       -0.757621
        1552        -4.61239         -1.4361        0.927812        -2.89372
        1553       -0.459607          22.807         4.16295       -0.380736
        1554        -9.83257        -5.46719          1.2236         3.91961
        1555        -0.10484         1.79407       -0.987265        0.107451
        1556       -0.020357       -0.356567        0.541173        0.418895
        1557        0.475499        0.437884       -0.925923        -3.45054
        1558       -0.875931        0.699315       0.0795509         1.14369
        1559         9.26219          6.1668         2.99922         0.79408
        1560        -1.52703        -1.14488         3.59341        0.835574
        1561       -0.280115      -0.0625469      -0.0977507       -0.196383
        1562       -0.644382       -0.508169        0.129538       -0.595653
        1563         5.70621         4.40224         1.03507        0.260519
        1564       -0.764708       -0.949249        0.365705        -4.19265
        1565         3.20689         1.59445         -29.513       0.0149384
        1566        -9.37939        -4.73596        -1.35288        -1.57645
        1567         1.07741        0.401993         3.78174        0.657473
        1568          1.4387        -2.34213        -1.05103        0.138704
        1569        -3.00404         0.21521        -0.23883       -0.146553
        1570        -2.13389        -1.00729        -0.38565        -5.69467
        1571        -3.00551        -1.20064       -0.294213          1.1982
        1572        0.675856        -1.58518       -0.325084        -10.1748
        1573        0.863808        0.708125       -0.816891         2.06671
        1574        -5.06392        -2.33062        -2.43023        -3.05426
        1575       -0.484619       -0.328625       -0.717843        0.158852
        1576         -1.8749        -1.72938         0.42211         2.30297
        1577        0.477155         5.26951       -0.657569        0.256102
        1578        0.674843        -19.6226         3.76705         7.88803
        1579        -21.1696        -12.8672        -2.49198        -1.74232
        1580        -1.02001        -5.39151        -8.77274        -1.18033
        1581      -0.0525787       -0.196528       -0.978483          1.1719
        1582       -0.290299       -0.576276        0.181685        -3.76272
        1583        -3.45375        -2.38987        0.120097        0.984047
        1584       -0.672041         8.53585         2.05973       -0.653602
        1585         1.00859       -0.539327       0.0141158        -1.66458
        1586       -0.585812        0.996056       -0.862314       -0.977837
        1587        -4.78312        -2.60208        0.143093        0.343612
        1588        0.148423       -0.300534        -1.04554        -1.53543
        1589         -2.3991        -1.30952       -0.632693         1.37449
        1590        -7.40262         4.48569        0.954047        0.528213
        1591       -0.341145        0.335533         1.07611         1.05875
        1592        -1.24192         -1.0498       -0.308866        -10.2291
        1593       -0.914739       -0.952853         7.68559         1.13262
        1594         1.61521        0.878051        -2.06582        -82.8643
        1595          -7.674        -4.18117       -0.935767        -1.48097
        1596        0.653033        -1.16477      -0.0754184       -0.727162
        1597          1.8296        0.373421       -0.504318        0.244053
        1598        0.579639         0.32944         2.58019        0.968024
        1599        -4.24158        -1.63102        -1.98245        0.191355
        1600         3.26264         2.46669         2.91893        -15.5603
        1601        -3.81553         1.44761         6.06358        0.303189
        1602        -34.0887        -18.0934        -3.41881        -1.01074
        1603         1.73776        0.555482         1.99651        -3.12529
        1604      -0.0417307       -0.224244       -0.464849        0.410274
        1605        0.177418       -0.150539       -0.261464       -0.419224
        1606        0.129521         5.31789        0.874481        0.305417
        1607        0.581721        -5.77765          1.3455        0.280677
        1608         10.8382        -36.0449        -5.25724        0.856548
        1609      -0.0602895        0.404412       -0.438074       -0.835762
        1610         33.7931         23.4255          5.0108        0.747744
        1611        0.944697       -0.291277         4.90757        -4.20625
        1612       -0.116798        -2.26075       -0.353832        -8.12672
        1613        -0.74055        0.319155        -2.24073       -0.280984
        1614       -0.958551        -1.53713        -4.19615        -3.28665
        1615         5.24004         8.50033         1.50888         1.29478
        1616         -1.0587       -0.438079         8.81507         1.71756
        1617         1.16024        0.458552         1.22027       0.0576772
        1618         1.17358         1.41993        -1.36357        -1.12052
        1619       -0.435534         1.15578        0.656681        0.281631
        1620      -0.0790833        -0.75106       -0.297563         1.89105
        1621       -0.329602        -0.19522         14.4333         1.95935
        1622       0.0108748       0.0683636        0.298031        0.950779
        1623       -0.153813        0.271851       -0.274058        0.579523
        1624        0.703837         0.57118        0.937826       -0.238554
        1625       -0.651205       -0.571663       -0.438495       -0.105494
        1626       -0.316167        -0.79899         6.58308         65.9964
        1627        -2.15234      -0.0614159         1.25359        -0.16754
        1628        -2.16219        -1.05153       -0.674939        -5.91362
        1629        0.204098        0.526248        0.655544         5.33729
        1630         1.41793         1.04635       -0.705455        -0.47706
        1631        -1.05479        -104.993        -24.8456        -6.26277
        1632        0.329587         2.18458        -1.25981        -13.3277
        1633         2.35262         4.19244       -0.418464        0.118878
        1634        0.135292        0.147871        0.329258        0.607589
        1635       -0.368747       -0.285323        0.047577       -0.660449
        1636          6.0201          6.6128         16.3644         1.39513
        1637         1.20017         1.37681         5.72671        -1.59908
        1638        -1.12163        0.978451        0.688422         2.81893
        1639        0.360338       -0.500796         2.42559        0.152107
        1640         2.53396         -3.9365         -10.048        -4.35523
        1641       -0.616168         3.28355        0.448137        0.415852
        1642        0.245205       -0.242983       -0.336431      -0.0706042
        1643        -3.77542        -1.41156        -1.09732        0.498679
        1644        -2.25672       -0.917139         -1.0473        0.831058
        1645        -4.18344        -1.88934        -16.3255       -0.986113
        1646        -3.18029        -1.62461        -1.06974       -0.381718
        1647        -461.998        -230.672        -44.5313         1.02918
        1648        0.716949         10.8723         1.48373        -1.38591
        1649        0.945609       -0.148017       -0.886657        -0.11163
        1650        -1.99456         5.42273        0.492848         -1.1811
        1651        -2.41643       -0.717601       -0.119135       -0.401424
        1652        -1.09917        -0.38344       -0.200215        -2.13013
        1653        -2.03953         -1.5764        -1.59603       0.0364768
        1654        0.392007       -0.053873        -4.58252        -1.93644
        1655         21.9415         10.6527         2.02438       0.0729774
        1656       -0.813614         3.06193        0.107202      -0.0870675
        1657         1.31251         5.12162         1.25008        -0.30529
        1658        -1.41481        -1.79446        -3.62468        -1.49374
        1659       -0.918494      -0.0467639         1.75283        -1.62481
        1660       -0.274192       -0.448124        -1.13206           3.742
        1661         1.50211         1.11266         1.23213       -0.673353
        1662        0.216119       -0.971353         2.04913           5.472
        1663       -0.502237       0.0241722        0.165118        0.689959
        1664         10.4465          4.1019        0.569356        0.342764
        1665       0.0598743        0.419591         1.50518       -0.435922
        1666        -0.12237       -0.467864       -0.685032       -0.792586
        1667        0.345053         3.31565         1.51979        -1.35627
        1668      -0.0480245        0.353759        -21.3159        -1.39969
        1669       -0.511142        0.426193        0.636911         1.93062
        1670          2.6609         1.53985        -2.42809       -0.132879
        1671       -0.774592         2.46486         1.55204        -14.5754
        1672      -0.0860643        0.689399       -0.190108        -0.88579
        1673       -0.160669        0.194675       -0.216785         1.20704
        1674      -0.0911739        0.271254        -2.03728       -0.398267
        1675        0.892369         1.05634        0.656657        0.121249
        1676        0.584111         2.35152        0.535367      -0.0820441
        1677        0.488128         1.33352        0.926293         5.66071
        1678       -0.807923      -0.0276391        -1.11982       -0.116517
        1679        0.651914          2.0375         0.47088        -3.68221
        1680       -0.391796      -0.0180238         13.4476         1.31828
        1681        -4.24622        -1.77118        -7.02574        -1.71967
        1682         260.953         129.299          27.048          2.5593
        1683       -0.289052         3.01816         1.26427        0.199189
        1684        -3.60665        -0.66498         1.92543        0.362606
        1685        -1.14585       -0.292643        -40.0501        -3.70315
        1686         1.53705          1.1594         0.43063        -16.6098
        1687     0.000400561       -0.157294         6.62006         0.83853
        1688         2.63076          3.3944        -3.62971        0.915682
        1689        0.573275         2.02399        0.685063       -0.786206
        1690        -214.973        -107.237        -21.4293        -3.60718
        1691         3.65141         1.23999        -2.75582       -0.197214
        1692         10.0141         4.61444         1.87274         1.48928
        1693        -2.02595        -1.28349        -3.87303        -7.37208
        1694       -0.219119        -0.76781        0.435833       -0.116575
        1695       -0.812219        0.304859          14.749         1.27957
        1696        0.840253        0.456013       -0.949379        0.848823
        1697       -0.135572        0.302453         1.46659         1.26461
        1698        -9.47649        -6.28903        -2.16437        -3.74628
        1699         5.48544         2.49994         6.78662        -5.39062
        1700        0.302944        0.338352        0.401074           1.752
        1701        0.641105        0.180577         -3.5595         46.8568
        1702      -0.0113064       -0.731084       -0.760249          1.7001
        1703        0.981677     -0.00342963        0.133927       -0.269815
        1704       -0.457566       -0.533241       -0.584858        -3.15983
        1705        -1.77443        -1.02698      -0.0610075       0.0113772
        1706        -2.18777       -0.637401        0.251925        -11.0631
        1707        -2.22425         -1.4157       -0.771301        -2.85738
        1708         7.00187         3.43215        -1.41472        -0.65261
        1709         4.86033         3.12019        0.184383        -20.3989
        1710       -0.711161         0.12423        0.206221       0.0255515
        1711      -0.0802471        0.244918        -5.76685       0.0838731
        1712       -0.299979       -0.346051         2.64173        0.194352
        1713         2.14792         1.11844         5.63363        0.518417
        1714         -1.3196       -0.348339         1.88692        -1.66918
        1715        -1.40457        0.958893        -1.83502        -2.36664
        1716        -1.94678       -0.336148        0.913685         2.89419
        1717        -0.98316         2.29241       0.0584961        0.598708
        1718        0.149493        -1.81195        -1.39281        -6.68252
        1719        0.782367        0.526592         9.35424        0.197349
        1720        -1.23863        -41.0594         10.7301        0.486505
        1721         -1.2222       -0.718778        0.135121         1.78794
        1722         1.77573        0.580303        0.423835        -2.20139
        1723        0.413861        0.237268        -1.23335       -0.607698
        1724       0.0198481        0.709966       -0.175783        0.983032
        1725      0.00813895         3.30549         1.89588         3.92158
        1726         1.24199        -1.46665        -3.82307         5.13986
        1727       -0.899265        0.270057         2.38696       -0.572697
        1728         1.14789       -0.902647         3.87584        0.759293
        1729        -4.30404        -1.74614         1.00737        0.808582
        1730        0.464002        0.580451     -0.00956276        -1.38499
        1731        -11.9022        -6.11318       -0.607377       -0.289213
        1732       -0.273527       -0.209467         1.78613        -0.56622
        1733        -1.28883        0.130779       -0.545477         1.62734
        1734         2.18811        0.175536        -4.28423         1.87938
        1735       0.0450482        0.866959        0.341862         1.78964
        1736          1.0565        0.864959         4.94885        0.684551
        1737       -0.447223        -3.94772         3.18114         1.68973
        1738        -8.87408         -4.1035        -1.11551         2.16168
        1739          -6.281        -5.29875         1.01291        0.717863
        1740         3.59284         2.10834       -0.444142       -0.631001
        1741        0.122271        0.372955        -22.4539        -1.98121
        1742       -0.558619       0.0904712       -0.249479       -0.488466
        1743      -0.0225041        -1.57191       -0.506817       -0.846447
        1744         2.39759         1.27517         1.20464        0.236544
        1745       -0.232222      -0.0264353         0.58438       -0.452723
        1746        0.128178       -0.322835       -0.331377        0.280507
        1747         3.49069        0.481251         1.24255         1.27524
        1748         15.1513         7.18165         4.75343        0.473844
        1749        -2.40262         -2.3021        -1.64134       -0.102977
        1750         1.95206         1.63719         0.60757        0.665219
        1751        -2.74708        -4.04828        -3.18378       -0.924286
        1752       -0.449914        -1.49537        -0.21596        0.613728
        1753        0.350736         1.29439         0.75454         1.78068
        1754      0.00260365        0.362752      -0.0923005       -0.906292
        1755       0.0694603       -0.414187       -0.421237        0.365646
        1756        0.170462        0.175617        -1.47791        -1.81657
        1757         1.11094        0.786001        -1.46326        -3.43795
        1758       -0.023345       -0.082677        0.106328        -3.37256
        1759       -0.149465        -12.1185        -102.044        -9.98464
        1760         1.30929        0.699844         3.85571       -0.028302
        1761       -0.902017        -0.34672         12.3547         1.21055
        1762       -0.604219       -0.503281       -0.073619        -1.31818
        1763         -1.1817      -0.0446844        0.239522        0.420926
        1764       -0.740103       -0.409019        0.088219         124.957
        1765         7.09821         5.06622          0.2832        0.820438
        1766        -1.90153        -1.33344        0.372308       -0.492498
        1767        -1.54336       -0.151301        -0.81016       -0.421058
        1768        -17.8282        -8.14524         7.93592        0.749972
        1769         -2.7167        -1.68437       -0.114442        -28.8691
        1770        -1.42418        -4.08263       -0.736507        0.478183
        1771        -2.59963        -3.38355        0.202027      0.00534452
        1772        -4.91467        -2.12407        -2.28117         2.00412
        1773       -0.875107       -0.618385        -331.839        -35.3008
        1774         1.66944        0.947067        0.495458         -1.7795
        1775        -5.51995        -3.55118        0.344285       -0.919034
        1776       -0.244644       -0.398611          2.9783        -7.77445
        1777         2.79306         1.37253         12.3475        -1.26363
        1778         -1.1728        -0.42995       -0.381969         24.1693
        1779         170.978         86.6695         16.9345         1.86732
        1780        -2.83024        -2.80286         1.67602        -2.49127
        1781        0.396956         1.39395        -2.58886       -0.159877
        1782         3.42346         2.13032        -1.54548         1.56058
        1783       0.0947296       -0.410254         8.70781         13.3142
        1784       -0.495293       -0.496441       -0.391235        0.305902
        1785       -0.236725       -0.406025       -0.251643        -2.51946
        1786        -2.17311         1.39772       0.0084166        -2.43278
        1787         2.88575         1.15947        0.885011         5.02442
        1788        -21.1391        -11.1298        -3.36166      -0.0402945
        1789       -0.597636        -67.8185         -14.514       -0.888775
        1790       -0.119298       -0.470547       -0.212441       -0.941013
        1791      -0.0988633       -0.151622        0.516631         2.71255
        1792         1.23371         1.20223       -0.664018       -0.515411
        1793         -20.247        -9.56604       -0.601353       -0.832455
        1794       -0.374756        0.385254         10.2866         1.33886
        1795        -1.39288       -0.182115       -0.309731       -0.121525
        1796        -0.47578        -1.99613       -0.259388       -0.629277
        1797        -3.65939         2.17224         6.97173        0.893882
        1798       -0.108909       -0.552075        -1.99698         1.66843
        1799         8.75491         4.02766         46.6997          8.0307
        1800        -1.24594        -1.81771        0.991854        -5.19338
        1801         -1.6459       -0.604565       -0.510752       -0.430895
        1802         1.10288        0.199262        0.999969       -0.779697
        1803       -0.283278       -0.244254         10.7486         2.33521
        1804        -3.61514        0.112355       -0.222462       -0.308456
        1805         0.92221       -0.375534        -1.32949        0.348055
        1806        -8.81724        -2.90259        -1.08986        0.321972
        1807        -1.02748       -0.705742       0.0421884         1.05856
        1808         1.40457        0.962901         1.25813         4.03093
        1809        0.868656        0.543462         3.04612         1.01373
        1810     -0.00438394         1.21166         1.05217      -0.0104717
        1811      -0.0520969         1.84201         1.09145        0.146923
        1812        0.424506        0.220544        0.479894        0.354968
        1813         5.12252       -0.354696        0.738678       -0.363256
        1814        0.419409         7.74887        0.748064         2.92956
        1815        0.724964        0.468985       -0.220255        -12.1847
        1816        0.721948        0.574662        -2.84701       -0.817145
        1817       -0.905008       -0.565143       -0.474937         2.27034
        1818          1.3451         0.71092       -0.157737      0.00940268
        1819        0.992766        0.470389         0.59015          2.7497
        1820        0.919706       -0.296279        -0.50943        0.203531
        1821         0.49864          1.1214        0.363694       -0.381929
        1822        -1.36614       -0.855701        -1.11991         1.95668
        1823         20.0273         9.91422         1.58115        0.352084
        1824        0.436005         1.08965        0.764942        0.135779
        1825         5.01715          1.9628         1.46337       0.0723705
        1826         3.03454          1.4958         3.18188      0.00895803
        1827      -0.0706217         17.3091          3.3961        0.367772
        1828        -6.25336         -3.0425       -0.324957        -1.60428
        1829      -0.0779157        -0.17976          1.0639        -12.2069
        1830       -0.367784       -0.615724       -0.879578        0.561371
        1831        -1.00197       -0.737929        0.157818         1.14137
        1832        0.744141       -0.232435         2.80428        -2.54494
        1833        0.334104        0.532334        0.431289        -1.20221
        1834        0.282344        0.333385        -1.05709         19.9134
        1835        -19.5295         6.63544        0.655759       -0.984166
        1836       -0.384988        0.640085        -1.09308        -10.5064
        1837          2.8109           1.006         -1.9439         1.87127
        1838        0.346143        0.155659       -0.967438        0.776478
        1839       -0.125752        -0.25749         1.06168         1.36321
        1840       -0.227827         0.37112        0.142228       -0.839869
        1841       -0.566288       -0.643807       -0.849668         1.04743
        1842        -1.56899       -0.299225        -5.08559        0.588239
        1843        0.113283       -0.845888         2.10661         5.37964
        1844        0.947501          2.3228        -1.74346         -1.0434
        1845         -0.8642       -0.398602         7.63038        0.669166
        1846        -1.66167        -0.66607        -4.03843         -17.091
        1847         1.52217         3.97818         1.86566        -2.40486
        1848          15.255         7.46276        0.542675        0.583416
        1849       -0.828547         1.25758           4.337         1.49498
        1850         184.828         96.2728         19.3584       -0.187333
        1851       -0.397105        -3.64212        -1.00082        -1.08839
        1852        -4.49574        -3.28871        -4.01632        -1.07657
        1853         1.50665         1.40593        -1.03548        -3.99754
        1854       -0.388577       -0.755605       -0.601202      -0.0536062
        1855       -0.864822       -0.560616        0.644756          2.7129
        1856        0.599327        0.135267        -1.27613        0.594357
        1857         1.96112         5.83636        0.462704        0.127519
        1858       -0.683492        0.429796         3.14659        -1.53487
        1859        -24.4903        -13.9235        -2.94936        -1.24235
        1860        0.821678        0.700511        0.525153       -0.113061
        1861        -0.85204       -0.492814       -0.754548         13.0804
        1862         0.21247         1.21776      -0.0329256       -0.252062
        1863         -1.5935        -1.01372       -0.240341        0.334603
        1864        0.616727        0.425173       -0.713876       -0.566708
        1865       -0.759846       -0.904129        -17.5231        -3.26745
        1866         1.00848        0.493095        -2.84376      -0.0242652
        1867        0.239133         51.8974         10.6257         1.24817
        1868        0.487697         0.36862       0.0870144        0.628869
        1869        0.327466        0.547387         48.3769         4.64619
        1870        -2.32011        -2.96705         12.7435       -0.237478
        1871         25.1133         12.9952        -3.52348         15.1237
        1872         6.04395          4.8907       -0.157805       -0.235339
        1873        0.310656        -1.35065        -2.11708       -0.288981
        1874        -1.13096        0.402387           1.069        0.865434
        1875        -10.5491        -5.51526         0.29635        0.477214
        1876       -0.596601      -0.0119469        -0.83185      -0.0758041
        1877       -0.433764        0.306771        0.973089         2.22075
        1878         0.18007       -0.454105       0.0399787         5.79544
        1879        -3.17822         -1.2139       -0.107886        -3.54974
        1880       -0.348849        -0.46406        0.771155       -0.433613
        1881        0.964224        0.265256        0.379204       -0.355543
        1882       -0.754662       -0.481411       -0.336469         6.41238
        1883         4.17393         2.29336         2.83272         1.56244
        1884       -0.217041         1.12891        -7.79584       -0.429644
        1885         -2.7266        -3.04023        -1.69041       -0.980764
        1886       -0.308529       -0.132908       -0.289597         1.91725
        1887         1.17683        0.607149         1.23527        0.310731
        1888       -0.969738       -0.405684         2.51091        -1.37777
        1889       -0.565879          0.1467        -9.04531          -1.703
        1890         19.3309         9.54826         1.88853        -9.86482
        1891         0.95577        0.252148        -1.44908         7.77543
        1892        -1.71625       -0.934059        -11.3692       -0.113713
        1893      -0.0983246        0.549797        0.937268        -3.60793
        1894       -0.908672       -0.472805         13.2321          1.3851
        1895        -1.42397         1.02736        0.102146        -1.11045
        1896        0.870832       -0.165166          1.3657        0.726896
        1897        0.141194        0.354583         2.79101        -0.91825
        1898        -1.81481       -0.933516         13.5025        0.698464
        1899         2.13127         1.86722         0.78612         1.05409
        1900       -0.298763        0.288929       -0.201273        -4.90231
        1901        -1.30383        0.131856        -1.02197        -7.97824
        1902        0.754344        -2.31108       -0.576716        -0.65096
        1903        0.196677        0.177004         3.19349      -0.0596048
        1904         1.38761      0.00973526        0.521148         1.07387
        1905       -0.212966        -43.6764        -9.16058        -1.24989
        1906       -0.672507        -0.27282         8.49551         1.33552
        1907        -2.81423        -0.76994        0.375181        0.200973
        1908       0.0267175        0.260014        0.872761        0.310449
        1909        -3.43751        -1.61018         4.12544         3.17304
        1910        -1.49832        0.100997       -0.632872         0.18975
        1911       -0.488504        -1.64203        0.265628         0.66761
        1912       -0.615372        -34.1247         1.66655         5.79574
        1913        0.402635         3.56737        0.533405        0.331588
        1914         1.69482        0.894955         1.02788        -1.26526
        1915         4.67433         2.91915       -0.276472        0.288594
        1916         2.33319         2.84521        0.732132       -0.141122
        1917        0.268742       -0.561489       -0.587103        0.474813
        1918          7.6819         6.10531        0.328964       -0.198991
        1919        0.557859        -0.20501        -1.53215        -11.9632
        1920       -0.709766        -0.44275        0.239649        -2.23972
        1921       -0.700442        0.101082         6.11065         3.79499
        1922         1.15661        -3.90527        -2.28046         1.13207
        1923        -1.89243       -0.960734        -1.16897        -1.18607
        1924        -1.19734        0.320438       -0.905115        0.468554
        1925       -0.203382       -0.683813         1.17738        0.869482
        1926         4.29193         1.62998         1.98709       -0.128652
        1927        0.373877       0.0108194        0.699304       -0.524327
        1928       -0.251722       -0.209417        0.865372        0.542616
        1929        0.409568        0.717042       -0.546474         10.3503
        1930         -3.3023       -0.523593          1.5607        -1.76322
        1931       -0.565421      -0.0649936       -0.223432        0.807983
        1932        0.398439         2.30292         1.71577       -0.129745
        1933        -3.28505        -3.42583       -0.690467        -1.04678
        1934       0.0154084        -1.70088        0.211008        -7.41581
        1935         4.38842          1.6099        0.334621         1.17647
        1936         1.25533        -2.49996       -0.433526        -4.07537
        1937       -0.389064       -0.471453         3.77422        -4.39332
        1938       -0.495643       -0.124491        0.312737        -5.50545
        1939        0.969603         4.05852        0.103733        -1.59411
        1940        -1.37053        -37.0844        -7.76487        -1.68083
        1941         12.4051         6.77278       -0.476378        -3.28401
        1942       -0.210457       -0.430593       0.0520424        0.309037
        1943         0.15998        -1.13436       -0.222786        0.538203
        1944         3.17875         1.71687        0.565034       -0.327834
        1945        -2.43622        -10.6463        -1.62569       -0.520402
        1946         3.41929         3.19082        -2.97361         3.06121
        1947         3.99528         2.33571        0.914717        0.540385
        1948        0.420225       -0.596514        -0.47226        -2.38774
        1949        0.285669        0.153302        -2.76835        0.314703
        1950        0.276556        0.997176         1.15776        0.259989
        1951        -0.35036       -0.554012         1.15269       -0.423432
        1952         2.49501        -45.4671        -6.65958       -0.842488
        1953        0.181093       -0.150821       -0.538717        -1.52416
        1954        0.244859        -1.31226        -6.80982        -1.36032
        1955         1.93966        0.338309        -1.08959        -2.03098
        1956       -0.794527       -0.616523         10.0483         1.90034
        1957       0.0552368       0.0365336        -2.54067        -2.44455
        1958        0.931802        0.575972         -3.1981        -4.96463
        1959        -1.55002       -0.286538       -0.639177        0.675335
        1960          1.8976        0.902956         -11.063        -2.00735
        1961       -0.604162       -0.529224         1.89581        0.654818
        1962           1.123        0.284397        -4.82627         10.4615
        1963         0.81568        -1.83907        -1.03014       -0.466274
        1964        -1.32994       -0.531296         1.25621       -0.478272
        1965        -1.07423      -0.0124136        -2.02152        0.163074
        1966       -0.587922        0.840769        0.399684        -1.77945
        1967       -0.304665        -2.01929        -0.70528        -1.21552
        1968        0.386051        -5.99976        -1.25182         33.8429
        1969        -2.01919         -1.1225       -0.149365        -3.25106
        1970        -2.65188       -0.627201        -3.31047        -0.77934
        1971       -0.698584       -0.796925       -0.603573       -0.201814
        1972        0.675656         1.19405        0.266868      -0.0727686
        1973          1.4088         1.99368      -0.0464171        -4.69127
        1974        -1.46797        -1.09862      -0.0431069        0.726457
        1975       -0.484128        -2.26739        -4.98248        0.976782
        1976        0.217523        0.111327        0.507886         5.56392
        1977       -0.864512        0.416775        0.215867        0.126641
        1978        0.170528         2.88606        -20.8422        -2.45098
        1979         5.72781         4.29634       -0.525593       -0.455778
        1980        0.691478        0.824371      -0.0538375         0.21194
        1981        -0.43857        -4.78551        -1.70868      -0.0708043
        1982        -1.04909         1.24046         9.96598         -1.8211
        1983       -0.809564        -3.03527        -0.28854        -1.45184
        1984         0.94518        0.631597        -1.16229        0.399046
        1985       -0.544487         0.38695       -0.327264        0.156308
        1986         3.15599         1.63515         1.05588        0.328095
        1987         -3.1397        -7.70644        -2.06965        0.986315
        1988         3.61727         2.81566        -1.53769        -3.18066
        1989        0.241382         1.24521         1.07267       0.0499391
        1990        -1.45378         1.01342        0.685104       -0.620284
        1991        0.478589        -1.06288       -0.525796        -1.05569
        1992        -1.57326        -1.90659         -2.1545         4.70629
        1993        0.137334        -1.42336        0.453249        -24.7402
        1994         3.16578         1.93867        0.599267       -0.376619
        1995        0.112876         3.93431       -0.668784        0.206154
        1996        0.390225        0.316338       -0.674487       -0.684409
        1997         1.24927        0.690975          1.9067         5.77186
        1998        -1.54226       -0.220307      -0.0714214        0.573968
        1999       -0.169139        -1.94536       -0.313003        -2.63523
        2000      -0.0252182      -0.0417409         2.37757        0.582213
        2001        -1.76456        -1.31902       -0.194707         2.99549
        2002        0.968679         1.36123        0.726018        0.802939
        2003         -2.6872       -0.916388        0.302946        -1.21567
        2004        -1.52953        0.212674        -0.18928        -1.84594
        2005        -1.79575       -0.184815        0.273485       -0.534281
        2006       -0.201438        0.390724       -0.718588       -0.234735
        2007        0.845221         0.16634       -0.257496      -0.0587496
        2008        0.436395       -0.557118        -8.88167        -1.09644
        2009       -0.109487       -0.520736       -0.242955      -0.0339151
        2010        -4.65317        -2.27928         1.20821        0.751718
        2011        -1.94517          1.0847        -1.80829         0.24026
        2012        -0.39591       -0.247324        0.382221      -0.0155311
        2013        0.355334        -1.23297       -0.150809        -1.51124
        2014         2.15685         2.58743         8.14407        -32.5029
        2015         -4.7656        -2.44151      -0.0583491        0.281616
        2016         3.59716         2.26415         0.31631         1.47954
        2017         4.06542         2.56866        0.420847       -0.246753
        2018       -0.217209       -0.387233       -0.544618         1.36054
        2019       -0.274238        0.924683         5.66524         4.07328
        2020       -0.453308        -1.93572        -1.83644        0.504248
        2021          0.1794        0.728348        -18.1794       -0.163622
        2022        0.492562         0.12893        -1.10074       -0.278093
        2023       -0.765756       -0.311288       0.0795244        -1.28993
        2024       -0.950318       -0.333537        0.440227        -1.44126
        2025         1.54269        -7.87859        -1.85376         362.286
        2026       -0.842725       -0.374076         -5.1231       -0.478113
        2027        0.718529         7.65416         3.23049         0.87109
        2028       -0.270806         1.92087        -4.48989         2.54948
        2029        0.332028       -0.190216         4.52726         3.50162
        2030         1.57388        0.842091        0.858893         1.14599
        2031        -1.35598       -0.668275         2.18596           0.134
        2032        0.510108       -0.228679         1.80457       -0.919875
        2033        -1.71377        -1.44044        0.420263       -0.620873
        2034       -0.520088        0.262165          6.5516         -2.3623
        2035        -39.5589        -19.5981        -4.56287        0.696489
        2036       -0.376484        -1.77349       -0.790138         10.8427
        2037         392.926          196.49         40.2914         4.63759
        2038         1.39856         1.00748           1.354      -0.0706873
        2039       -0.191833        -2.52059         0.33674        0.591672
        2040         1.77359          1.2194         1.56135        0.470704
        2041        -9.65421        -4.88914        -4.88305       0.0858434
        2042        0.320478        0.409973         0.12321       -0.143973
        2043       -0.516085        -6.94757       -0.338428         1.29078
        2044         2.51441         1.63302      -0.0826713        0.385473
        2045        -253.043        -129.697        -27.4658        -3.20773
        2046         3.76676         1.34541      -0.0916294         1.54293
        2047       -0.154606       0.0437764        -5.29458       -0.522984
        2048        -1.03502       0.0203927        0.512514       -0.759866
        2049        -2.04865        -1.79033        -0.27443       -0.131426
        2050        0.261357       -0.157729        0.584398       -0.811236
        2051        -2.80695       -0.832121        -3.76669         5.29947
        2052        -1.72749       -0.805452       -0.893439       0.0711113
        2053        -5.74234        -2.57973        0.911162        -1.66156
        2054         2.78351          1.6752        -39.8177        -4.15174
        2055        0.160954        0.354663         2.62305       -0.327926
        2056        -2.36176          8.5801        0.838323        -4.65197
